bid,bname,prog_lang,x,x1,x2,x4
2268,Unsupervised Learning with R,,,,,
2269,R Machine Learning Projects,,,,,
2270,"R: Recipes for Analysis, Visualization and Machine Learning",,,,,
2271,Predictive Analytics Using Rattle and Qlik Sense,,,,,
2272,Mastering Predictive Analytics with R,,,,,
2273,Practical Predictive Analytics,,,,,
2274,Learning R Programming,,,,,
2275,Free PDF eBook: What you need to know about R,,,,,
2276,R Statistics Cookbook,,,,,
2277,Statistics for Data Science,,,,,
2278,Learning RStudio for R Statistical Computing,,,,,
2279,Microsoft Azure: Enterprise Application Development,,,,,
2280,Mastering SQL Queries for SAP Business One,,,,,
2281,Big Data Forensics - Learning Hadoop Investigations,,,,,
2282,MySQL 8 for Big Data,,,,,
2283,Talend for Big Data,,,,,
2284,Expert Cube Development with Microsoft SQL Server 2008 Analysis Services,,,,,
2285,Oracle Business Intelligence Enterprise Edition 11g: A Hands-On Tutorial,,,,,
2286,Oracle Business Intelligence 11g R1 Cookbook,,,,,
2287,SQL Server 2016 Reporting Services Cookbook,,,,,
2288,Tabular Modeling with SQL Server 2016 Analysis Services Cookbook,,,,,
2289,Learning SQL Server Reporting Services 2012,,,,,
2290,SQL for Data Analytics,,,,,
2291,SQL Server 2017 Machine Learning Services with R,,,,,
2292,Microsoft SQL Server 2012 with Hadoop,,,,,
2293,Learning Cloudera Impala,,,,,
2294,Apache Hive Essentials,,,,,
2295,Pentaho Data Integration Cookbook Second Edition,,,,,
2296,Professional Azure SQL Database Administration,,,,,
2297,Advanced MySQL 8,,,,,
2298,MySQL 8 Administrator's Guide,,,,,
2299,High Availability MySQL Cookbook,,,,,
2300,MySQL Admin Cookbook LITE: Replication and Indexing,,,,,
2301,"MySQL Admin Cookbook LITE: Configuration, Server Monitoring, Managing Users",,,,,
2302,MySQL Management and Administration with Navicat,,,,,
2303,Advanced Oracle PL/SQL Developer's Guide - Second Edition,,,,,
2304,Oracle 11g Anti-hacker's Cookbook,,,,,
2305,Mastering Oracle Scheduler in Oracle 11g Databases,,,,,
2306,"PostgreSQL Administration Cookbook, 9.5/9.6 Edition",,,,,
2307,PostgreSQL 10 Administration Cookbook,,,,,
2308,PostgreSQL 9 Administration Cookbook: LITE Edition,,,,,
2309,PostgreSQL 9.0 High Performance,,,,,
2310,PostgreSQL Administration Essentials,,,,,
2311,Learning Heroku Postgres,,,,,
2312,PostgreSQL Replication,,,,,
2313,"PostgreSQL 9 Administration Cookbook LITE: Configuration, Monitoring and Maintenance",,,,,
2314,Oracle SQL Developer,,,,,
2315,SQL Server 2017 Integration Services Cookbook,,,,,
2316,SQL Server 2017 Administrator's Guide,,,,,
2317,SQL Server 2014 with PowerShell v5 Cookbook,,,,,
2318,SQL Server on Linux,,,,,
2319,Reporting with Microsoft SQL Server 2012,,,,,
2320,Microsoft SQL Server 2008 High Availability,,,,,
2321,Microsoft SQL Server 2012 Security Cookbook,,,,,
2322,Guide to NoSQL with Azure Cosmos DB,,,,,
2323,Microsoft SQL Azure Enterprise Application Development,,,,,
2324,Creating your MySQL Database: Practical Design Tips and Techniques,,,,,
2325,Oracle Advanced PL/SQL Developer Professional Guide,,,,,
2326,Oracle SQL Developer 2.1,,,,,
2327,PostgreSQL 11 Server Side Programming Quick Start Guide,,,,,
2328,SQL Server 2017 Developer�s Guide,,,,,
2329,SQL Server 2016 Developer's Guide,,,,,
2330,What's New in SQL Server 2012,,,,,
2331,MDX with Microsoft SQL Server 2008 R2 Analysis Services Cookbook,,,,,
2332,MariaDB Cookbook,,,,,
2333,Mastering PostgreSQL 13 - Fourth Edition,,,,,
2334,Learn PostgreSQL 12,,,,,
2335,PostgreSQL 13 Cookbook,,,,,
2336,PostgreSQL 12 High Availability Cookbook - Third Edition,,,,,
2337,Mastering PostgreSQL 12 - Third Edition,,,,,
2338,The SQL Workshop,,,,,
2339,Professional SQL Server High Availability and Disaster Recovery,,,,,
2340,Mastering SQL Server 2017,,,,,
2341,Cassandra Design Patterns - Second Edition,,,,,
2342,Redis Applied Design Patterns,,,,,
2343,Getting Started with SQL Server 2012 Cube Development,,,,,
2344,Microsoft SQL Server 2012 Integration Services: An Expert Cookbook,,,,,
2345,Learning SQL Server 2008 Reporting Services,,,,,
2346,Mastering Swift 5 - Fifth Edition,,,,,
2347,Continuous Delivery for Mobile with fastlane,,,,,
2348,Swift 3 Functional Programming,,,,,
2349,Swift Functional Programming - Second Edition,,,,,
2350,Mastering iOS 14 Programming - Fourth Edition,,,,,
2351,iOS 14 Programming for Beginners - Fifth Edition,,,,,
2352,Swift iOS Programming for Kids,,,,,
2353,Hands-On Full-Stack Development with Swift,,,,,
2354,Learning iOS UI Development,,,,,
2355,iOS 12 Programming for Beginners - Third Edition,,,,,
2356,Mastering iOS 12 Programming - Third Edition,,,,,
2357,Getting Started with ResearchKit,,,,,
2358,Application Development with Swift,,,,,
2359,Swift 4 Programming Cookbook,,,,,
2360,Test-Driven iOS Development with Swift 3,,,,,
2361,Mastering Swift 2,,,,,
2362,Mastering Swift 4 - Fourth Edition,,,,,
2363,Mastering Swift 3,,,,,
2364,iOS 13 Programming for Beginners - Fourth Edition,,,,,
2365,Swift: Developing iOS Applications,,,,,
2366,Swift Essentials - Second Edition,,,,,
2367,Swift 2 Blueprints,,,,,
2368,Application Development in iOS 7,,,,,
2369,Mastering Swift 3 - Linux,,,,,
2370,Mastering macOS Programming,,,,,
2371,Swift 3 New Features,,,,,
2372,SwiftUI Projects,,,,,
2373,Learn Swift by Building Applications,,,,,
2374,Mastering Swift,,,,,
2375,Learning Swift - Second Edition,,,,,
2376,Object-Oriented Programming with Swift 2,,,,,
2377,iOS Programming Cookbook,,,,,
2378,Swift 2 By Example,,,,,
2379,Learn iOS 11 Programming with Swift 4 - Second Edition,,,,,
2380,Swift by Example,,,,,
2381,iOS 10 Programming for Beginners,,,,,
2382,SwiftUI Essentials – iOS 14 Edition,,,,,
2383,SwiftUI Essentials - iOS Edition,,,,,
2384,Xcode 6 Essentials,,,,,
2385,Cocos2d Cross-Platform Game Development Cookbook - Second Edition,,,,,
2386,iOS 9 Game Development Essentials,,,,,
2387,iPhone Game Blueprints,,,,,
2388,Swift Game Development - Third Edition,,,,,
2389,iOS Game Development By Example,,,,,
2390,Game Development with Swift,,,,,
2391,Swift 3 Game Development - Second Edition,,,,,
2392,Learning iOS 8 Game Development Using Swift,,,,,
2393,Swift 3 Protocol-Oriented Programming - Second Edition,,,,,
2394,Swift 4 Protocol-Oriented Programming - Third Edition,,,,,
2395,Protocol-Oriented Programming with Swift,,,,,
2396,Swift Protocol-Oriented Programming - Fourth Edition,,,,,
2397,Reactive Programming with Swift,,,,,
2398,Reactive Programming with Swift 4,,,,,
2399,Test-Driven iOS Development with Swift 4 - Third Edition,,,,,
2400,Test-Driven iOS Development with Swift,,,,,
2401,Apple Watch App Development,,,,,
2402,Building Apple Watch Projects,,,,,
2403,Intel Galileo Networking Cookbook,,,,,
2404,OpenVPN Cookbook - Second Edition,,,,,
2405,Troubleshooting OpenVPN,,,,,
2406,OpenVPN:  Building and Integrating Virtual Private Networks,,,,,
2407,Getting Started with Simulink,,,,,
2408,Zabbix 1.8 Network Monitoring,,,,,
2409,Learn Wireshark,,,,,
2410,Mastering FreeSWITCH,,,,,
2411,"Mastering OpenLDAP: Configuring, Securing and Integrating Directory Services",,,,,
2412,TrixBox Made Easy,,,,,
2413,Getting Started with MariaDB,,,,,
2414,Troubleshooting PostgreSQL,,,,,
2415,Mastering PostgreSQL 10,,,,,
2416,SAP HANA Cookbook,,,,,
2417,Learning Embedded Linux Using the Yocto Project,,,,,
2418,Linux: Embedded Development,,,,,
2419,Hands-On Network Forensics,,,,,
2420,Packet Analysis with Wireshark,,,,,
2421,Wireshark 2 Quick Start Guide,,,,,
2422,Intel Galileo Networking Cookbook,,,,,
2423,OpenVPN Cookbook - Second Edition,,,,,
2424,Troubleshooting OpenVPN,,,,,
2425,OpenVPN:  Building and Integrating Virtual Private Networks,,,,,
2426,Getting Started with Simulink,,,,,
2427,Zabbix 1.8 Network Monitoring,,,,,
2428,Penetration Testing with the Bash shell,,,,,
2429,Kali Linux 2018: Assuring Security by Penetration Testing - Fourth Edition,,,,,
2430,Learn Wireshark,,,,,
2431,Mastering FreeSWITCH,,,,,
2432,"Mastering OpenLDAP: Configuring, Securing and Integrating Directory Services",,,,,
2433,TrixBox Made Easy,,,,,
2434,FreeSWITCH Cookbook,,,,,
2435,Linux Utilities Cookbook,,,,,
2436,Linux Email: Set up and Run a Small Office Email Server,,,,,
2437,Nginx HTTP Server,,,,,
2438,Nginx 1 Web Server Implementation Cookbook,,,,,
2439,Nginx HTTP Server - Second Edition,,,,,
2440,Mastering Arduino,,,,,
2441,Learning C for Arduino,,,,,
2442,C Programming for Arduino,,,,,
2443,Arduino Robotic Projects,,,,,
2444,Construyendo Sistemas telefónicos con Asterisk [Espanol],,,,,
2445,Linux Kernel Programming,,,,,
2446,Linux Device Drivers Development,,,,,
2447,Getting Started with MariaDB,,,,,
2448,Troubleshooting PostgreSQL,,,,,
2449,Mastering PostgreSQL 10,,,,,
2450,SAP HANA Cookbook,,,,,
2451,Learning Embedded Linux Using the Yocto Project,,,,,
2452,Linux: Embedded Development,,,,,
2453,Hands-On Network Forensics,,,,,
2454,Packet Analysis with Wireshark,,,,,
2455,Wireshark 2 Quick Start Guide,,,,,
2456,Intel Galileo Networking Cookbook,,,,,
2457,OpenVPN Cookbook - Second Edition,,,,,
2458,Troubleshooting OpenVPN,,,,,
2459,OpenVPN:  Building and Integrating Virtual Private Networks,,,,,
2460,Getting Started with Simulink,,,,,
2461,Zabbix 1.8 Network Monitoring,,,,,
2462,Penetration Testing with the Bash shell,,,,,
2463,Kali Linux 2018: Assuring Security by Penetration Testing - Fourth Edition,,,,,
2464,Learn Wireshark,,,,,
2465,Mastering FreeSWITCH,,,,,
2466,"Mastering OpenLDAP: Configuring, Securing and Integrating Directory Services",,,,,
2467,TrixBox Made Easy,,,,,
2468,FreeSWITCH Cookbook,,,,,
2469,Linux Utilities Cookbook,,,,,
2470,Linux Email: Set up and Run a Small Office Email Server,,,,,
2471,Nginx HTTP Server,,,,,
2472,Nginx 1 Web Server Implementation Cookbook,,,,,
2473,Nginx HTTP Server - Second Edition,,,,,
2474,Mastering Arduino,,,,,
2475,Learning C for Arduino,,,,,
2476,C Programming for Arduino,,,,,
2477,Arduino Robotic Projects,,,,,
2478,Construyendo Sistemas telefónicos con Asterisk [Espanol],,,,,
2479,Linux Kernel Programming,,,,,
2480,Linux Device Drivers Development,,,,,
2481,Angular Test-Driven Development - Second Edition,,,,,
2482,AngularJS Testing Cookbook,,,,,
2483,Backbone.js Testing,,,,,
2484,Getting Started with Grunt: The JavaScript Task Runner,,,,,
2485,Jasmine JavaScript Testing - Second Edition,,,,,
2486,Jasmine Cookbook,,,,,
2487,Jasmine JavaScript Testing,,,,,
2488,Instant Mockito,,,,,
2489,Mastering SoapUI,,,,,
2490,Testing Vue.js Components with Jest,,,,,
2491,NativeScript for Angular Mobile Development,,,,,
2492,Appcelerator Titanium Smartphone App Development Cookbook,,,,,
2493,Appcelerator Titanium Business Application Development Cookbook,,,,,
2494,Appcelerator Titanium: Patterns and Best Practices,,,,,
2495,Electron Projects,,,,,
2496,"Cross-platform Desktop Application Development: Electron, Node, NW.js, and React",,,,,
2497,Building Cross-Platform Desktop Applications with Electron,,,,,
2498,Ionic Cookbook -Third Edition,,,,,
2499,Ionic 2 Cookbook - Second Edition,,,,,
2500,Learning Ionic - Second Edition,,,,,
2501,Ionic Cookbook,,,,,
2502,Ionic Framework By Example,,,,,
2503,Hybrid Mobile Development with Ionic,,,,,
2504,Ionic 2 Blueprints,,,,,
2505,Ionic: Hybrid Mobile App Development,,,,,
2506,Learning Ionic,,,,,
2507,jQuery Mobile Web Development Essentials - Third Edition,,,,,
2508,Creating Mobile Apps with jQuery Mobile,,,,,
2509,Mastering jQuery Mobile,,,,,
2510,jQuery Mobile First Look,,,,,
2511,Creating Mobile Apps with jQuery Mobile - Second Edition,,,,,
2512,Learning Node.js for Mobile Application Development,,,,,
2513,PhoneGap for Enterprise,,,,,
2514,JavaScript Mobile Application Development,,,,,
2515,PhoneGap 3 Beginner's Guide,,,,,
2516,PhoneGap By Example,,,,,
2517,Mastering PhoneGap Mobile Application Development,,,,,
2518,PhoneGap and AngularJS for Cross-platform Development,,,,,
2519,PhoneGap Essentials,,,,,
2520,PhoneGap: Beginner's Guide - Third Edition,,,,,
2521,React Native Cookbook - Second Edition,,,,,
2522,Mastering React Native,,,,,
2523,React Native By Example,,,,,
2524,React Native Blueprints,,,,,
2525,Getting Started with React Native,,,,,
2526,React: Cross-Platform Application Development with React Native,,,,,
2527,React Native - Building Mobile Apps with JavaScript,,,,,
2528,Sencha Touch 2 Mobile JavaScript Framework,,,,,
2529,Creating Mobile Apps with Sencha Touch 2,,,,,
2530,Sencha Touch Cookbook,,,,,
2531,Sencha Touch Mobile JavaScript Framework,,,,,
2532,Data Visualization with D3 and AngularJS,,,,,
2533,Data Visualization with D3.js Cookbook,,,,,
2534,Data Visualization with D3 4.x Cookbook - Second Edition,,,,,
2535,D3.js 4.x Data Visualization - Third Edition,,,,,
2536,HTML5 Graphing and Data Visualization Cookbook,,,,,
2537,Learning Responsive Data Visualization,,,,,
2538,Learning D3.js 5 Mapping - Second Edition,,,,,
2539,Data Visualization with d3.js,,,,,
2540,Learning D3.js Mapping,,,,,
2541,Social Data Visualization with HTML5 and JavaScript,,,,,
2542,Expert Data Visualization,,,,,
2543,D3.js By Example,,,,,
2544,Data Visualization: Representing Information on Modern Web,,,,,
2545,FusionCharts Beginner's Guide: The Official Guide for FusionCharts Suite,,,,,
2546,Google Visualization API Essentials,,,,,
2547,Learning Highcharts,,,,,
2548,Learning Highcharts 4,,,,,
2549,Kibana Essentials,,,,,
2550,OpenLayers 3.x Cookbook - Second Edition,,,,,
2551,Sencha Charts Essentials,,,,,
2552,Socket.IO Cookbook,,,,,
2553,Learn Three.js - Third Edition,,,,,
2554,Three.js Cookbook,,,,,
2555,Learning Three.js - the JavaScript 3D Library for WebGL (Second Edition),,,,,
2556,Learning Three.js: The JavaScript 3D Library for WebGL,,,,,
2557,Learning Angular - Third Edition,,,,,
2558,"Architecting Angular Applications with Redux, RxJS, and NgRx",,,,,
2559,Angular 6 by Example - Third Edition,,,,,
2560,Mastering Angular Components - Second Edition,,,,,
2561,Expert Angular,,,,,
2562,Mastering Angular 2 Components,,,,,
2563,Angular 2 Components,,,,,
2564,Angular Services,,,,,
2565,Learning Web Development with Bootstrap and AngularJS,,,,,
2566,Learning Angular - Second Edition,,,,,
2567,AngularJS Directives Cookbook,,,,,
2568,Building Modern Web Applications Using Angular 4,,,,,
2569,AngularJS by Example,,,,,
2570,Switching to Angular - Third Edition,,,,,
2571,Angular Projects,,,,,
2572,Hands-on Full Stack Development with Angular 5 and Firebase,,,,,
2573,Angular 2 By Example,,,,,
2574,Getting Started with Angular - Second Edition,,,,,
2575,AngularJS: Maintaining Web Applications,,,,,
2576,AngularJS Web Application Development Blueprints,,,,,
2577,AngularJS Directives,,,,,
2578,Data-oriented Development with AngularJS,,,,,
2579,AngularJS Services,,,,,
2580,AngularJS Essentials,,,,,
2581,AngularJS Deployment Essentials,,,,,
2582,Mastering Web Application Development with AngularJS,,,,,
2583,Backbone.js Blueprints,,,,,
2584,Mastering Backbone.js,,,,,
2585,Getting Started with Backbone Marionette,,,,,
2586,Backbone.js Essentials,,,,,
2587,Backbone.js Cookbook,,,,,
2588,Mastering Ext JS - Second Edition,,,,,
2589,Ext JS 3.0 Cookbook,,,,,
2590,Ext JS Data-driven Application Design,,,,,
2591,Learning Ext JS 3.2,,,,,
2592,Ext.NET Web Application Development,,,,,
2593,Mastering Ext JS,,,,,
2594,Ext JS Application Development Blueprints,,,,,
2595,Ext JS Essentials,,,,,
2596,jQuery UI Cookbook,,,,,
2597,Mastering jQuery UI,,,,,
2598,jQuery UI Themes Beginner's Guide,,,,,
2599,Instant jQuery UI Starter,,,,,
2600,jQuery UI 1.6: The User Interface Library for jQuery,,,,,
2601,Learning jQuery 3 - Fifth Edition,,,,,
2602,jQuery UI 1.10: The User Interface Library for jQuery,,,,,
2603,jQuery 2.0 Development Cookbook,,,,,
2604,Mastering jQuery,,,,,
2605,jQuery Plugin Development Beginner's Guide,,,,,
2606,jQuery 1.4 Reference Guide,,,,,
2607,jQuery HOTSHOT,,,,,
2608,jQuery for Designers: Beginner's Guide,,,,,
2609,jQuery 2.0 Animation Techniques: Beginner's Guide,,,,,
2610,Learning jQuery: Better Interaction Design and Web Development with Simple JavaScript Techniques,,,,,
2611,Instant jQuery Boilerplate for Plugins,,,,,
2612,Instant jQuery 2.0 Table Manipulation How-to,,,,,
2613,Instant jQuery Drag-and-Drop Grids How-to,,,,,
2614,KnockoutJS Essentials,,,,,
2615,KnockoutJS by Example,,,,,
2616,Web App Testing Using Knockout.JS,,,,,
2617,KnockoutJS Blueprints,,,,,
2618,KnockoutJS Web Development,,,,,
2619,Learning Redux,,,,,
2620,Learning Node.js for .NET Developers,,,,,
2621,Instant Node.js Starter,,,,,
2622,React 17 Design Patterns and Best Practices - Third Edition,,,,,
2623,React and React Native - Third Edition,,,,,
2624,The React Workshop,,,,,
2625,React Material-UI Cookbook,,,,,
2626,React Projects,,,,,
2627,Learn React Hooks,,,,,
2628,React Cookbook,,,,,
2629,Beginning React,,,,,
2630,React.js Essentials,,,,,
2631,MobX Quick Start Guide,,,,,
2632,React 16 Tooling,,,,,
2633,ReactJS by Example - Building Modern Web Applications with React,,,,,
2634,Getting Started with React,,,,,
2635,Create React App 2 Quick Start Guide,,,,,
2636,React Router Quick Start Guide,,,,,
2637,Mastering React,,,,,
2638,ReactJS Blueprints,,,,,
2639,React 16 Essentials - Second Edition,,,,,
2640,Learning Web Development with React and Bootstrap,,,,,
2641,Vue.js 3 Cookbook,,,,,
2642,Vue.js Quick Start Guide,,,,,
2643,Vue.js 2.x by Example,,,,,
2644,Vue.js 2 Cookbook,,,,,
2645,Vue.js 2 Web Development Projects,,,,,
2646,The Majesty Of Vue.js,,,,,
2647,Learning Vue.js 2,,,,,
